ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	Description
3707_at	0.1316605	0.0137	2.84	-4.54995	0.155		inositol 1,4,5-trisphosphate 3-kinase B
55328_at	0.1318473	0.0137	-2.83	-4.55192	-0.377		renalase, FAD-dependent amine oxidase
2620_at	0.1318473	0.0137	2.83	-4.55238	0.431		growth arrest-specific 2
203228_at	0.1319278	0.0137	2.83	-4.5535	0.569		chromosome 9 open reading frame 72
387103_at	0.132008	0.0138	-2.83	-4.55461	-0.145		centromere protein W
22948_at	0.1320386	0.0138	-2.83	-4.55536	-0.307		chaperonin containing TCP1, subunit 5 (epsilon)
4223_at	0.1320735	0.0138	2.83	-4.55613	0.502		mesenchyme homeobox 2
91663_at	0.1326461	0.0138	2.83	-4.56089	0.574		myeloid-associated differentiation marker
7644_at	0.1326755	0.0139	2.83	-4.56198	0.254		zinc finger protein 91
51227_at	0.1326755	0.0139	-2.83	-4.56214	-0.222		phosphatidylinositol glycan anchor biosynthesis, class P
839_at	0.1327412	0.0139	-2.83	-4.56315	-0.267		caspase 6, apoptosis-related cysteine peptidase
7086_at	0.1328898	0.0139	-2.83	-4.56476	-0.193		transketolase
29970_at	0.1329923	0.0139	-2.83	-4.56603	-0.512		schwannomin interacting protein 1
25764_at	0.1330711	0.0139	-2.83	-4.56713	-0.152		chromosome 15 open reading frame 63
26275_at	0.1333234	0.014	-2.83	-4.5695	-0.489		3-hydroxyisobutyryl-CoA hydrolase
11044_at	0.133867	0.014	2.82	-4.574	0.558		PAP associated domain containing 7
51141_at	0.1341603	0.0141	2.82	-4.57709	0.404		insulin induced gene 2
79796_at	0.1341603	0.0141	-2.82	-4.57722	-0.279		asparagine-linked glycosylation 9, alpha-1,2-mannosyltransferase homolog (S. cerevisiae)
375704_at	0.1341603	0.0141	-2.82	-4.57819	-0.612		energy homeostasis associated
3953_at	0.1341603	0.0141	2.82	-4.57821	0.908		leptin receptor
2040_at	0.1343939	0.0141	2.82	-4.58043	0.341		stomatin
129303_at	0.1344126	0.0141	-2.82	-4.58108	-0.297		transmembrane protein 150A
10066_at	0.1348173	0.0142	-2.82	-4.58454	-0.337		secretory carrier membrane protein 2
26263_at	0.1348485	0.0142	-2.82	-4.58528	-0.296		F-box protein 22
51147_at	0.1349488	0.0142	-2.82	-4.58665	-0.355		inhibitor of growth family, member 4
28973_at	0.1349488	0.0142	-2.82	-4.58703	-0.241		mitochondrial ribosomal protein S18B
408_at	0.1349732	0.0142	2.82	-4.58772	0.195		arrestin, beta 1
80345_at	0.1349916	0.0142	-2.82	-4.58851	-0.379		zinc finger and SCAN domain containing 16
29803_at	0.1349916	0.0142	-2.82	-4.58895	-0.0702		replication initiator 1
5681_at	0.1349916	0.0142	-2.81	-4.58939	-0.199		protein serine kinase H1
2589_at	0.135309	0.0143	-2.81	-4.5922	-0.353		UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)
84437_at	0.1353792	0.0143	-2.81	-4.59322	-0.414		KIAA1826
5096_at	0.135529	0.0143	-2.81	-4.59481	-0.419		propionyl CoA carboxylase, beta polypeptide
1841_at	0.1355339	0.0143	-2.81	-4.59536	-0.101		deoxythymidylate kinase (thymidylate kinase)
83937_at	0.1357292	0.0144	-2.81	-4.59728	-0.289		Ras association (RalGDS/AF-6) domain family member 4
25953_at	0.1361176	0.0144	-2.81	-4.60059	-0.323		paroxysmal nonkinesigenic dyskinesia
26024_at	0.1364136	0.0145	-2.81	-4.60396	-0.294		pentatricopeptide repeat domain 1
285704_at	0.1364136	0.0145	2.81	-4.6043	0.421		RGM domain family, member B
7586_at	0.1364136	0.0145	2.81	-4.60456	0.748		zinc finger with KRAB and SCAN domains 1
2335_at	0.1364136	0.0145	2.81	-4.60475	0.188		fibronectin 1
55706_at	0.136417	0.0145	-2.81	-4.60529	-0.378		transmembrane protein 48
79714_at	0.1367111	0.0145	-2.81	-4.6079	-0.392		coiled-coil domain containing 51
28952_at	0.1367425	0.0145	-2.8	-4.60863	-0.275		coiled-coil domain containing 22
79613_at	0.1368586	0.0146	-2.8	-4.60997	-0.42		transmembrane and coiled-coil domains 7
84172_at	0.1375222	0.0146	-2.8	-4.61521	-0.299		polymerase (RNA) I polypeptide B, 128kDa
572_at	0.1380945	0.0147	-2.8	-4.61989	-0.107		BCL2-associated agonist of cell death
112817_at	0.1380945	0.0147	2.8	-4.62029	0.507		dihydrodipicolinate synthase-like, mitochondrial
122773_at	0.138768	0.0148	2.8	-4.62556	0.145		kelch domain containing 1
29920_at	0.1387925	0.0148	-2.8	-4.62624	-0.257		pyrroline-5-carboxylate reductase family, member 2
129831_at	0.1387925	0.0148	-2.8	-4.62674	-0.335		RNA binding motif protein 45
6729_at	0.138904	0.0148	-2.79	-4.62803	-0.296		signal recognition particle 54kDa
55589_at	0.1389078	0.0148	2.79	-4.62856	0.23		BMP2 inducible kinase
5828_at	0.1389581	0.0148	-2.79	-4.62942	-0.267		peroxisomal biogenesis factor 2
2669_at	0.1390531	0.0149	2.79	-4.6306	1.1		GTP binding protein overexpressed in skeletal muscle
16_at	0.1391743	0.0149	-2.79	-4.63195	-0.329		alanyl-tRNA synthetase
203259_at	0.1396199	0.0149	2.79	-4.63558	0.0819		chromosome 9 open reading frame 25
51631_at	0.1399077	0.015	2.79	-4.6381	0.283		LUC7-like 2 (S. cerevisiae)
91949_at	0.139931	0.015	-2.79	-4.63877	-0.29		component of oligomeric golgi complex 7
387066_at	0.1400596	0.015	2.79	-4.64017	0.815		small nucleolar RNA host gene 5 (non-protein coding)
118_at	0.14053	0.0151	2.79	-4.64395	0.211		adducin 1 (alpha)
23526_at	0.1405876	0.0151	2.79	-4.64486	0.533		histocompatibility (minor) HA-1
987_at	0.1410758	0.0151	-2.78	-4.64875	-0.226		LPS-responsive vesicle trafficking, beach and anchor containing
10171_at	0.1411145	0.0152	2.78	-4.64978	0.767		RNA terminal phosphate cyclase-like 1
4731_at	0.1411145	0.0152	-2.78	-4.6505	-0.221		NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa
285193_at	0.1411145	0.0152	-2.78	-4.65073	-0.257		dual specificity phosphatase 28
54930_at	0.1411145	0.0152	2.78	-4.65118	0.764		HAUS augmin-like complex, subunit 4
55435_at	0.1411145	0.0152	2.78	-4.65152	0.46		adaptor-related protein complex 1 associated regulatory protein
22872_at	0.1413635	0.0152	-2.78	-4.6538	-0.315		SEC31 homolog A (S. cerevisiae)
29796_at	0.1413635	0.0152	-2.78	-4.65425	-0.29		ubiquinol-cytochrome c reductase, complex III subunit X
55304_at	0.142148	0.0153	-2.78	-4.66016	-0.675		serine palmitoyltransferase, long chain base subunit 3
54979_at	0.1423791	0.0154	-2.78	-4.66224	-0.646		HRAS-like suppressor 2
23765_at	0.1427027	0.0154	2.77	-4.66496	0.358		interleukin 17 receptor A
29926_at	0.1428413	0.0154	-2.77	-4.66641	-0.55		GDP-mannose pyrophosphorylase A
39_at	0.1428473	0.0154	-2.77	-4.66695	-0.615		acetyl-CoA acetyltransferase 2
83642_at	0.1431588	0.0155	-2.77	-4.66958	-0.279		selenoprotein O
55294_at	0.1431951	0.0155	2.77	-4.67032	0.272		F-box and WD repeat domain containing 7
59349_at	0.1432556	0.0155	-2.77	-4.67124	-0.288		kelch-like 12 (Drosophila)
9970_at	0.1433693	0.0155	2.77	-4.67251	0.325		nuclear receptor subfamily 1, group I, member 3
9054_at	0.1434452	0.0155	-2.77	-4.67352	-0.295		NFS1 nitrogen fixation 1 homolog (S. cerevisiae)
2217_at	0.1435489	0.0155	2.77	-4.67473	0.266		Fc fragment of IgG, receptor, transporter, alpha
81573_at	0.143673	0.0156	2.77	-4.67607	0.254		ankyrin repeat domain 13C
5525_at	0.1438356	0.0156	2.77	-4.67767	0.214		protein phosphatase 2, regulatory subunit B', alpha
3006_at	0.1439562	0.0156	-2.77	-4.67919	-0.797		histone cluster 1, H1c
84916_at	0.1439562	0.0156	-2.77	-4.67948	-0.36		cirrhosis, autosomal recessive 1A (cirhin)
3990_at	0.1440478	0.0156	-2.77	-4.68065	-0.609		lipase, hepatic
1340_at	0.1440478	0.0157	-2.77	-4.68197	-0.195		cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous)
729970_at	0.1440478	0.0157	-2.77	-4.68197	-0.595		similar to hCG2028352
55898_at	0.1440478	0.0157	-2.77	-4.68244	-0.0779		unc-45 homolog A (C. elegans)
29881_at	0.1440478	0.0157	-2.77	-4.68258	-0.371		NPC1 (Niemann-Pick disease, type C1, gene)-like 1
84522_at	0.14412	0.0157	-2.76	-4.6838	-0.312		jagunal homolog 1 (Drosophila)
286097_at	0.14412	0.0157	2.76	-4.68406	0.403		EF-hand domain family, member A2
414919_at	0.1441886	0.0157	2.76	-4.68503	0.376		chromosome 8 open reading frame 82
64968_at	0.1441886	0.0157	-2.76	-4.6859	-0.371		mitochondrial ribosomal protein S6
5111_at	0.1441886	0.0157	-2.76	-4.68601	-0.376		proliferating cell nuclear antigen
2110_at	0.1443139	0.0158	-2.76	-4.68744	-0.486		electron-transferring-flavoprotein dehydrogenase
91445_at	0.1443139	0.0158	-2.76	-4.68789	-0.386		ring finger protein 185
51143_at	0.1443139	0.0158	-2.76	-4.68834	-0.268		dynein, cytoplasmic 1, light intermediate chain 1
91647_at	0.1445836	0.0158	-2.76	-4.69065	-0.331		ATP synthase mitochondrial F1 complex assembly factor 2
55915_at	0.1446638	0.0158	-2.76	-4.69246	-0.215		LanC lantibiotic synthetase component C-like 2 (bacterial)
200734_at	0.1446638	0.0158	2.76	-4.69298	0.211		sprouty-related, EVH1 domain containing 2
57226_at	0.1446638	0.0158	-2.76	-4.69302	-0.233		LYR motif containing 2
550643_at	0.1446638	0.0158	-2.76	-4.69316	-0.416		hypothetical LOC550643
7040_at	0.1447678	0.0159	2.76	-4.69436	0.41		transforming growth factor, beta 1
9646_at	0.1448989	0.0159	-2.76	-4.69573	-0.206		Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)
254887_at	0.1451427	0.0159	-2.76	-4.69832	-0.235		zinc finger, DHHC-type containing 23
902_at	0.1451427	0.0159	-2.76	-4.69835	-0.371		cyclin H
55592_at	0.1454593	0.016	2.76	-4.70119	0.384		golgin A2 family, member B
7737_at	0.1454593	0.016	-2.76	-4.70146	-0.36		ring finger protein 113A
989_at	0.1454674	0.016	-2.76	-4.70201	-0.29		septin 7
23451_at	0.1456892	0.016	-2.75	-4.70398	-0.219		splicing factor 3b, subunit 1, 155kDa
51566_at	0.1457467	0.016	-2.75	-4.70486	-0.315		armadillo repeat containing, X-linked 3
85461_at	0.1459128	0.0161	2.75	-4.70646	0.158		tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
2512_at	0.1461154	0.0161	-2.75	-4.70844	-0.0663		ferritin, light polypeptide
1556_at	0.1461154	0.0161	2.75	-4.70909	1.31		cytochrome P450, family 2, subfamily B, polypeptide 7 pseudogene 1
9031_at	0.1461154	0.0161	2.75	-4.70943	0.384		bromodomain adjacent to zinc finger domain, 1B
22883_at	0.1461154	0.0161	2.75	-4.71015	0.345		calsyntenin 1
64207_at	0.1461154	0.0161	2.75	-4.71025	0.636		chromosome 14 open reading frame 4
8800_at	0.1464303	0.0162	-2.75	-4.71284	-0.672		peroxisomal biogenesis factor 11 alpha
54941_at	0.1464669	0.0162	2.75	-4.71369	0.951		ring finger protein 125
7320_at	0.1464669	0.0162	2.75	-4.71429	0.185		ubiquitin-conjugating enzyme E2B (RAD6 homolog)
54980_at	0.1464669	0.0162	-2.75	-4.71455	-0.437		chromosome 2 open reading frame 42
54521_at	0.1471156	0.0163	-2.75	-4.71945	-0.334		WD repeat domain 44
2615_at	0.1471156	0.0163	2.75	-4.71983	0.315		leucine rich repeat containing 32
2098_at	0.1472743	0.0163	-2.75	-4.72137	-0.202		esterase D
7108_at	0.1473887	0.0163	-2.74	-4.72261	-0.62		transmembrane 7 superfamily member 2
162417_at	0.1475436	0.0164	-2.74	-4.72412	-0.796		N-acetylglutamate synthase
4598_at	0.1478029	0.0164	-2.74	-4.72632	-0.585		mevalonate kinase
545_at	0.147934	0.0164	-2.74	-4.72767	-0.289		ataxia telangiectasia and Rad3 related
148423_at	0.1481092	0.0164	2.74	-4.72931	0.0192		chromosome 1 open reading frame 52
5930_at	0.1481845	0.0165	2.74	-4.73105	0.264		retinoblastoma binding protein 6
54386_at	0.1481845	0.0165	2.74	-4.73119	0.221		telomeric repeat binding factor 2, interacting protein
27102_at	0.1481845	0.0165	-2.74	-4.73126	-0.248		eukaryotic translation initiation factor 2-alpha kinase 1
85463_at	0.1481939	0.0165	2.74	-4.7318	0.37		zinc finger CCCH-type containing 12C
5955_at	0.1481957	0.0165	-2.74	-4.7323	-0.242		reticulocalbin 2, EF-hand calcium binding domain
2023_at	0.148296	0.0165	-2.74	-4.73344	-0.376		enolase 1, (alpha)
55741_at	0.1483292	0.0165	-2.74	-4.73417	-0.414		ER degradation enhancer, mannosidase alpha-like 2
84817_at	0.1483292	0.0165	-2.74	-4.73462	-0.144		thioredoxin domain containing 17
23002_at	0.1486972	0.0166	2.74	-4.73755	0.435		dishevelled associated activator of morphogenesis 1
1488_at	0.1486972	0.0166	2.74	-4.738	0.314		C-terminal binding protein 2
55095_at	0.1489142	0.0166	2.74	-4.73991	0.326		sterile alpha motif domain containing 4B
11334_at	0.1490312	0.0166	-2.73	-4.74115	-0.188		tumor suppressor candidate 2
22823_at	0.1492036	0.0167	2.73	-4.74276	0.275		metal response element binding transcription factor 2
79005_at	0.1493538	0.0167	-2.73	-4.74422	-0.281		sodium channel modifier 1
5351_at	0.1498038	0.0168	-2.73	-4.74764	-0.37		procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1
8542_at	0.150251	0.0168	-2.73	-4.75102	-0.447		apolipoprotein L, 1
339231_at	0.150336	0.0168	2.73	-4.75219	0.406		ADP-ribosylation factor-like 16
29068_at	0.150336	0.0168	2.73	-4.75313	0.345		zinc finger and BTB domain containing 44
51026_at	0.150336	0.0169	-2.73	-4.75373	-0.425		golgi transport 1 homolog B (S. cerevisiae)
6281_at	0.150336	0.0169	-2.73	-4.75392	-0.681		S100 calcium binding protein A10
6821_at	0.150336	0.0169	-2.73	-4.7544	-0.393		sulfite oxidase
23036_at	0.150336	0.0169	2.73	-4.75445	0.361		zinc finger protein 292
51124_at	0.1504028	0.0169	-2.73	-4.75536	-0.291		immediate early response 3 interacting protein 1
55193_at	0.1507178	0.0169	2.73	-4.75788	0.234		polybromo 1
2237_at	0.1514402	0.017	-2.72	-4.76302	-0.391		flap structure-specific endonuclease 1
3281_at	0.1516468	0.0171	-2.72	-4.76482	-0.295		heat shock factor binding protein 1
3420_at	0.1519873	0.0171	-2.72	-4.76761	-0.225		isocitrate dehydrogenase 3 (NAD+) beta
56252_at	0.1519873	0.0171	2.72	-4.76853	0.25		YLP motif containing 1
2444_at	0.1519873	0.0171	-2.72	-4.7689	-0.505		fyn-related kinase
26292_at	0.1519873	0.0171	-2.72	-4.76892	-0.289		c-myc binding protein
28992_at	0.1520472	0.0171	2.72	-4.76978	0.344		MACRO domain containing 1
54453_at	0.1526368	0.0172	2.72	-4.77402	0.408		Ras and Rab interactor 2
323_at	0.1527065	0.0172	2.72	-4.77494	0.185		amyloid beta (A4) precursor protein-binding, family B, member 2
1362_at	0.1529526	0.0173	2.72	-4.77708	0.351		carboxypeptidase D
80097_at	0.1529526	0.0173	2.72	-4.77746	0.181		family with sequence similarity 128, member B
55094_at	0.1529852	0.0173	-2.71	-4.77815	-0.251		G patch domain containing 1
392465_at	0.1531412	0.0173	-2.71	-4.77974	-0.546		glyoxalase domain containing 5
64224_at	0.1531412	0.0173	2.71	-4.78009	0.257		HERPUD family member 2
55848_at	0.153201	0.0173	-2.71	-4.78094	-0.389		chromosome 9 open reading frame 46
27327_at	0.1533371	0.0174	2.71	-4.78228	0.1		trinucleotide repeat containing 6A
5698_at	0.1534132	0.0174	-2.71	-4.78358	-0.731		proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)
94097_at	0.1534132	0.0174	-2.71	-4.78371	-0.367		sideroflexin 5
79710_at	0.1535033	0.0174	-2.71	-4.78476	-0.408		MORC family CW-type zinc finger 4
8776_at	0.1538415	0.0175	2.71	-4.78768	0.166		myotubularin related protein 1
4215_at	0.1538415	0.0175	2.71	-4.78785	0.253		mitogen-activated protein kinase kinase kinase 3
54556_at	0.154603	0.0176	2.71	-4.79313	0.362		inhibitor of growth family, member 3
521_at	0.15461	0.0176	-2.71	-4.79364	-0.229		ATP synthase, H+ transporting, mitochondrial Fo complex, subunit E
522_at	0.1546598	0.0176	-2.71	-4.79473	-0.226		ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F6
51187_at	0.1546598	0.0176	2.71	-4.7949	0.313		ribosomal L24 domain containing 1
6732_at	0.1546918	0.0176	-2.71	-4.79557	-0.366		SFRS protein kinase 1
10892_at	0.1547819	0.0176	2.71	-4.79661	0.337		mucosa associated lymphoid tissue lymphoma translocation gene 1
8994_at	0.1548156	0.0176	2.7	-4.7973	0.36		LIM domains containing 1
1363_at	0.1549293	0.0177	2.7	-4.79848	1.24		carboxypeptidase E
4281_at	0.1549491	0.0177	-2.7	-4.79949	-0.387		midline 1 (Opitz/BBB syndrome)
90956_at	0.1549491	0.0177	-2.7	-4.80037	-0.177		aarF domain containing kinase 2
203111_at	0.1549491	0.0177	-2.7	-4.80045	-0.73		chromosome 8 open reading frame 47
51776_at	0.1549491	0.0177	2.7	-4.80049	0.276		sterile alpha motif and leucine zipper containing kinase AZK
5445_at	0.1550509	0.0177	-2.7	-4.8016	-0.616		paraoxonase 2
55075_at	0.1550736	0.0177	2.7	-4.80221	0.165		uveal autoantigen with coiled-coil domains and ankyrin repeats
28968_at	0.1551571	0.0177	2.7	-4.80346	0.903		solute carrier family 6, member 16
725_at	0.1551571	0.0177	2.7	-4.80367	0.262		complement component 4 binding protein, beta
55776_at	0.1554189	0.0178	-2.7	-4.80587	-0.24		chromosome 6 open reading frame 64
154141_at	0.1554189	0.0178	-2.7	-4.80625	-0.66		membrane bound O-acyltransferase domain containing 1
196441_at	0.1556525	0.0178	-2.7	-4.80827	-0.329		zinc finger, C3H1-type containing
5920_at	0.1556525	0.0178	-2.7	-4.80865	-0.494		retinoic acid receptor responder (tazarotene induced) 3
30_at	0.1558833	0.0179	-2.7	-4.81056	-0.37		acetyl-CoA acyltransferase 1
388403_at	0.156034	0.0179	2.7	-4.81197	0.914		yippee-like 2 (Drosophila)
7327_at	0.1564131	0.018	2.7	-4.81479	0.165		ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)
91272_at	0.1564289	0.018	-2.69	-4.81566	-0.306		biorientation of chromosomes in cell division 1
58487_at	0.1564289	0.018	2.69	-4.81583	0.158		CREB/ATF bZIP transcription factor
374395_at	0.1566531	0.018	-2.69	-4.81769	-0.278		transmembrane protein 179B
23_at	0.1567473	0.018	-2.69	-4.81874	-0.282		ATP-binding cassette, sub-family F (GCN20), member 1
28989_at	0.1567633	0.018	-2.69	-4.8193	-0.184		methyltransferase like 11A
100129361_at	0.157049	0.0181	-2.69	-4.82154	-0.395		similar to mCG115122
79017_at	0.1570492	0.0181	-2.69	-4.82227	-0.271		gamma-glutamylcyclotransferase
56242_at	0.1570492	0.0181	-2.69	-4.82284	-0.155		zinc finger protein 253
84967_at	0.1570492	0.0181	-2.69	-4.82294	-0.314		LSM10, U7 small nuclear RNA associated
55071_at	0.1572129	0.0181	-2.69	-4.82442	-0.168		chromosome 9 open reading frame 40
55739_at	0.1574399	0.0182	-2.69	-4.82628	-0.298		carbohydrate kinase domain containing
283120_at	0.1575965	0.0182	2.69	-4.82771	1.73		H19, imprinted maternally expressed transcript (non-protein coding)
4628_at	0.1585105	0.0183	2.69	-4.8338	0.292		myosin, heavy chain 10, non-muscle
55255_at	0.1587359	0.0183	-2.68	-4.83564	-0.29		WD repeat domain 41
647115_at	0.1588328	0.0184	-2.68	-4.8367	-0.94		hypothetical LOC647115
8798_at	0.1588875	0.0184	-2.68	-4.83779	-0.278		dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
54882_at	0.1588875	0.0184	2.68	-4.83838	0.21		ankyrin repeat and KH domain containing 1
26043_at	0.1588875	0.0184	2.68	-4.83844	0.535		UBX domain protein 7
339448_at	0.1588875	0.0184	2.68	-4.83889	0.134		chromosome 1 open reading frame 174
6920_at	0.1591868	0.0185	2.68	-4.84156	0.409		transcription elongation factor A (SII), 3
84083_at	0.1591868	0.0185	-2.68	-4.84164	-0.798		zinc finger, RAN-binding domain containing 3
10428_at	0.1594291	0.0185	-2.68	-4.84358	-0.219		craniofacial development protein 1
4218_at	0.1595109	0.0185	-2.68	-4.84454	-0.223		RAB8A, member RAS oncogene family
91748_at	0.1595908	0.0185	2.68	-4.84549	0.316		chromosome 14 open reading frame 43
9673_at	0.1600188	0.0186	-2.68	-4.84881	-0.381		solute carrier family 25, member 44
9317_at	0.1600188	0.0186	-2.68	-4.84902	-0.445		phosphotriesterase related
6450_at	0.1601054	0.0186	-2.68	-4.85	-0.317		SH3 domain binding glutamic acid-rich protein
23609_at	0.1601404	0.0186	-2.68	-4.85068	-0.27		makorin ring finger protein 2
23433_at	0.1601816	0.0186	-2.68	-4.85139	-0.245		ras homolog gene family, member Q
8837_at	0.1602546	0.0187	2.68	-4.85229	0.562		CASP8 and FADD-like apoptosis regulator
139231_at	0.160647	0.0187	-2.67	-4.85513	-0.301		family with sequence similarity 199, X-linked
60561_at	0.1608586	0.0187	-2.67	-4.85686	-0.155		RAD50 interactor 1
283375_at	0.1608931	0.0188	-2.67	-4.85753	-0.453		solute carrier family 39 (metal ion transporter), member 5
84289_at	0.1610764	0.0188	2.67	-4.8591	0.0843		inhibitor of growth family, member 5
143279_at	0.1615687	0.0189	2.67	-4.86252	0.4		HECT domain containing 2
7164_at	0.1616615	0.0189	-2.67	-4.86354	-0.26		tumor protein D52-like 1
221545_at	0.1623161	0.019	-2.67	-4.86792	-0.303		chromosome 6 open reading frame 136
79689_at	0.162468	0.019	2.67	-4.86928	0.469		STEAP family member 4
7775_at	0.1626567	0.019	-2.67	-4.87095	-0.554		zinc finger protein 232
11000_at	0.1626567	0.019	2.67	-4.87146	0.947		solute carrier family 27 (fatty acid transporter), member 3
3613_at	0.1626567	0.019	2.66	-4.87207	0.596		inositol(myo)-1(or 4)-monophosphatase 2
121457_at	0.1626567	0.019	-2.66	-4.87224	-0.339		IKBKB interacting protein
6390_at	0.1628248	0.0191	-2.66	-4.8737	-0.224		succinate dehydrogenase complex, subunit B, iron sulfur (Ip)
6525_at	0.1632557	0.0191	2.66	-4.87673	0.0953		smoothelin
57688_at	0.1634501	0.0192	2.66	-4.87834	0.76		zinc finger, SWIM-type containing 6
23169_at	0.1639256	0.0192	-2.66	-4.88161	-0.811		solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1
